,Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
683615,2005-09-06 23:20:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,NORTHERN,NONE,1000 Block of VANNESS AV,-122.42109228187901,37.7849996426672
709277,2005-04-23 18:00:00,ASSAULT,THREATS AGAINST LIFE,Saturday,BAYVIEW,NONE,5200 Block of 3RD ST,-122.39237966146798,37.7303863717611
498099,2008-05-04 09:30:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Sunday,NORTHERN,NONE,1900 Block of SUTTER ST,-122.43190352548001,37.78631487374629
358711,2010-05-20 12:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,900 Block of EDDY ST,-122.423290225168,37.7825205059981
849865,2003-05-16 07:30:00,SECONDARY CODES,PREJUDICE-BASED INCIDENT,Friday,RICHMOND,NONE,7600 Block of GEARY BL,-122.501331891706,37.779202123681
772099,2004-05-29 13:54:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Saturday,TENDERLOIN,"ARREST, BOOKED",0 Block of GROVE ST,-122.415642487855,37.7788323158792
306158,2011-02-25 08:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,CENTRAL,NONE,0 Block of MONTGOMERY ST,-122.402163713618,37.7895710255863
121816,2013-09-30 18:30:00,LARCENY/THEFT,"LICENSE PLATE OR TAB, THEFT OF",Monday,MISSION,NONE,26TH ST / SOUTH VAN NESS AV,-122.415954301518,37.7491729638325
2325,2015-04-30 20:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,MISSION,NONE,YORK ST / 18TH ST,-122.40915961801201,37.7618174293933
31722,2014-12-11 03:48:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,TENDERLOIN,NONE,400 Block of OFARRELL ST,-122.411742515582,37.7858882195106
264816,2011-10-09 17:29:00,NON-CRIMINAL,FOUND PROPERTY,Sunday,TENDERLOIN,NONE,300 Block of EDDY ST,-122.412930522059,37.7838344374141
356799,2010-06-01 12:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,PARK,NONE,0 Block of BURNETT AV,-122.444662864671,37.7567845774412
322968,2010-11-29 12:00:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,MISSION,NONE,2200 Block of 17TH ST,-122.405960799364,37.764631022109796
509248,2008-03-08 15:20:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Saturday,TENDERLOIN,"ARREST, BOOKED",0 Block of POWELL ST,-122.407845374111,37.7850943210103
456303,2008-12-08 16:50:00,OTHER OFFENSES,CONSPIRACY,Monday,NORTHERN,"ARREST, BOOKED",0 Block of GROVE ST,-122.417448582701,37.7786438096934
867504,2003-02-20 22:22:00,ASSAULT,BATTERY,Thursday,RICHMOND,NONE,3700 Block of GEARY BL,-122.45943946203501,37.781114010103
76766,2014-05-04 09:28:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Sunday,BAYVIEW,"ARREST, BOOKED",1200 Block of NEWHALL ST,-122.39131674967501,37.7365594026335
656110,2006-01-24 10:58:00,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Tuesday,NORTHERN,"ARREST, BOOKED",POST ST / FRANKLIN ST,-122.423217673913,37.7864017954155
265107,2011-10-08 21:25:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,TENDERLOIN,"ARREST, CITED",JONES ST / TURK ST,-122.41241426358101,37.7830037964534
125988,2013-09-07 10:00:00,NON-CRIMINAL,"LICENSE PLATE, FOUND",Saturday,RICHMOND,NONE,SUTTER ST / LYON ST,-122.44483469177901,37.7846160532724
593890,2006-12-13 12:00:00,ASSAULT,THREATS AGAINST LIFE,Wednesday,BAYVIEW,NONE,3RD ST / EVANS AV,-122.38792738760901,37.7427030847405
3084,2015-04-29 01:50:00,LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Wednesday,SOUTHERN,NONE,300 Block of 9TH ST,-122.410334776842,37.772814036200295
802568,2004-01-08 19:08:00,OTHER OFFENSES,PAROLE VIOLATION,Thursday,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.41965834371,37.7642205603745
385135,2009-12-21 00:20:00,OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION,Monday,SOUTHERN,"ARREST, CITED",FOLSOM ST / 8TH ST,-122.410065781604,37.7749906792593
194629,2012-10-15 17:25:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,TARAVAL,NONE,2300 Block of 46TH AV,-122.504616183465,37.7426888551295
537001,2007-10-16 12:45:00,ASSAULT,BATTERY,Tuesday,INGLESIDE,"ARREST, BOOKED",0 Block of LAIDLEY ST,-122.43144626949,37.7410546236011
148088,2013-05-29 19:10:00,ASSAULT,INFLICT INJURY ON COHABITEE,Wednesday,BAYVIEW,"ARREST, BOOKED",400 Block of ELMIRA ST,-122.403079577521,37.7314936786323
423430,2009-05-27 17:01:00,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Wednesday,TARAVAL,"ARREST, BOOKED",19TH AV / CHESTER AV,-122.47047169159599,37.71496700367521
718889,2005-03-09 13:10:00,DRUG/NARCOTIC,SALE OF CONTROLLED SUBSTANCE,Wednesday,TENDERLOIN,"ARREST, BOOKED",100 Block of JONES ST,-122.412386379783,37.7825386747303
411852,2009-08-04 16:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,CENTRAL,NONE,500 Block of NORTHPOINT ST,-122.416280805077,37.8062946812333
512636,2008-02-22 07:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,GREEN ST / WEBSTER ST,-122.433660058605,37.79636712094121
277575,2011-07-31 13:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,TARAVAL,NONE,SLOAT BL / 39TH AV,-122.475102006298,37.734623708357
802814,2004-01-08 08:15:00,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Thursday,INGLESIDE,"ARREST, BOOKED",300 Block of MT VERNON AV,-122.44701125127199,37.717790305485295
600483,2006-11-04 12:00:00,NON-CRIMINAL,LOST PROPERTY,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
521878,2008-01-07 12:00:00,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",Monday,TARAVAL,NONE,1800 Block of 46TH AV,-122.505409015615,37.752007677913
662053,2005-12-26 13:35:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,300 Block of BATTERY ST,-122.40021603878999,37.7948030325182
539454,2007-10-03 07:03:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,SOUTHERN,"ARREST, BOOKED",TAYLOR ST / MARKET ST,-122.41029351969,37.7822305870036
79770,2014-04-19 20:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,INGLESIDE,NONE,600 Block of MONTEREY BL,-122.450026603043,37.731440080612295
591813,2006-12-26 14:00:00,WARRANTS,WARRANT ARREST,Tuesday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.40340479147899,37.775420706711
122594,2013-09-21 21:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,TARAVAL,NONE,1200 Block of 34TH AV,-122.493194441906,37.7637781428829
316064,2011-01-01 01:14:00,OTHER OFFENSES,INDECENT EXPOSURE,Saturday,TENDERLOIN,NONE,100 Block of ELLIS ST,-122.408269031453,37.78538311057971
420621,2009-06-12 16:10:00,DRUG/NARCOTIC,POSSESSION OF HALLUCINOGENIC FOR SALES,Friday,PARK,"ARREST, BOOKED",HAIGHT ST / CLAYTON ST,-122.44857848496599,37.769797716883104
37793,2014-11-12 01:00:00,LARCENY/THEFT,"LOST PROPERTY, GRAND THEFT",Wednesday,INGLESIDE,CLEARED-CONTACT JUVENILE FOR MORE INFO,GENEVA AV / DELANO AV,-122.44512779465,37.7200882952758
568037,2007-05-04 15:08:00,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Friday,SOUTHERN,NONE,900 Block of MARKET ST,-122.40970842372101,37.78282764988379
411682,2009-08-05 01:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,TARAVAL,NONE,1200 Block of 37TH AV,-122.49652707926901,37.7633265275807
147214,2013-05-31 22:49:00,DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,Friday,MISSION,"ARREST, BOOKED",24TH ST / MISSION ST,-122.418448186101,37.7522391652625
431083,2009-04-16 21:29:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Thursday,TENDERLOIN,"ARREST, BOOKED",ELLIS ST / JONES ST,-122.412784096502,37.78486569395261
6998,2015-04-05 13:08:00,OTHER OFFENSES,PROBATION VIOLATION,Sunday,TENDERLOIN,"ARREST, BOOKED",400 Block of TURK ST,-122.416342977622,37.7824465135592
836544,2003-07-23 16:00:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,MISSION,NONE,24TH ST / MISSION ST,-122.418448186109,37.752239165267
667137,2005-11-28 11:01:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Monday,NORTHERN,"ARREST, BOOKED",300 Block of HAIGHT ST,-122.428006990942,37.7724726132375
829234,2003-08-24 13:00:00,NON-CRIMINAL,LOST PROPERTY,Sunday,TARAVAL,NONE,IRVING ST / 22ND AV,-122.480338219278,37.7634201553047
325615,2010-11-07 22:09:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,BAYVIEW,"ARREST, CITED",1500 Block of VANDYKE AV,-122.391459714269,37.7286847085813
533901,2007-10-31 11:36:00,DRUG/NARCOTIC,"CONTROLLED SUBSTANCE VIOLATION, LOITERING FOR",Wednesday,MISSION,"ARREST, BOOKED",BARTLETT ST / CESAR CHAVEZ ST,-122.419169076633,37.7481372527375
275736,2011-08-12 16:55:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,CENTRAL,NONE,FILBERT ST / GENOA PL,-122.406530248312,37.8017340589834
110654,2013-11-15 14:00:00,NON-CRIMINAL,TARASOFF REPORT,Friday,SOUTHERN,NONE,1600 Block of MISSION ST,-122.419230534198,37.7720332586406
813118,2003-11-12 18:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Wednesday,TARAVAL,NONE,47TH AV / MORAGA ST,-122.50660305953001,37.754781702613705
126873,2013-09-05 12:52:00,OTHER OFFENSES,PROBATION VIOLATION,Thursday,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.419671780296,37.7650501214668
304802,2011-03-07 23:55:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Monday,NORTHERN,NONE,1900 Block of JEFFERSON ST,-122.444630629429,37.804475520721795
313100,2011-01-15 21:32:00,OTHER OFFENSES,RESISTING ARREST,Saturday,RICHMOND,"ARREST, CITED",800 Block of 25TH AV,-122.484189715414,37.7734880187429
744396,2004-10-15 15:30:00,NON-CRIMINAL,FOUND PROPERTY,Friday,NORTHERN,NONE,1400 Block of LAGUNA ST,-122.427954885331,37.784443596485794
350772,2010-07-01 22:29:00,OTHER OFFENSES,PROBATION VIOLATION,Thursday,TENDERLOIN,NONE,ELLIS ST / LEAVENWORTH ST,-122.414433155063,37.7846576329256
733523,2004-12-11 21:30:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,SOUTHERN,PSYCHOPATHIC CASE,500 Block of BEALE ST,-122.38911359527201,37.7857281880557
803830,2004-01-05 18:50:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Monday,MISSION,NONE,2000 Block of MISSION ST,-122.41965834371,37.7642205603745
37950,2014-11-11 17:52:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,SOUTHERN,NONE,800 Block of MARKET ST,-122.40652098714399,37.7850629421661
808672,2003-12-08 15:00:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,SOUTHERN,NONE,1400 Block of MARKET ST,-122.41848056480801,37.775898446203996
647557,2006-03-08 15:30:00,ASSAULT,INFLICT INJURY ON COHABITEE,Wednesday,RICHMOND,"ARREST, BOOKED",1700 Block of BRODERICK ST,-122.441754455573,37.786451718194
512598,2008-02-22 10:06:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,500 Block of MISSION ST,-122.399545336565,37.788129179436005
293699,2011-05-05 16:30:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,MISSION,NONE,900 Block of VALENCIA ST,-122.421224686971,37.7572975613482
289156,2011-06-01 00:26:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Wednesday,INGLESIDE,NONE,600 Block of HURON AV,-122.448431384674,37.7128793326315
869314,2003-02-09 19:00:00,NON-CRIMINAL,COURTESY REPORT,Sunday,RICHMOND,NONE,9TH AV / CLEMENT ST,-122.467630230365,37.7828011737745
392292,2009-11-09 15:10:00,LARCENY/THEFT,GRAND THEFT BICYCLE,Monday,RICHMOND,NONE,200 Block of MIDDLE DR,-122.46393260639,37.769840041112396
876725,2003-01-08 22:44:00,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,MISSION,"ARREST, BOOKED",FOLSOM ST / 19TH ST,-122.414845139214,37.7605000726041
100679,2014-01-10 08:17:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Friday,SOUTHERN,NONE,600 Block of FOLSOM ST,-122.39834168622299,37.7841714378594
844734,2003-06-11 20:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,BAYVIEW,NONE,1000 Block of PENNSYLVANIA AV,-122.39273368843,37.7528044929205
656623,2006-01-23 01:00:00,NON-CRIMINAL,LOST PROPERTY,Monday,CENTRAL,NONE,TAYLOR ST / BUSH ST,-122.412078903704,37.7897391550377
67173,2014-06-26 04:30:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,CENTRAL,NONE,SUTTER ST / KEARNY ST,-122.403846623514,37.7898284156061
179170,2012-12-28 08:30:00,NON-CRIMINAL,LOST PROPERTY,Friday,SOUTHERN,NONE,100 Block of 3RD ST,-122.400916029025,37.7854574902997
543420,2007-09-09 02:42:00,ASSAULT,BATTERY,Sunday,NORTHERN,NONE,400 Block of HAYES ST,-122.423749669429,37.776729432919005
425904,2009-05-14 11:30:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Thursday,SOUTHERN,NONE,100 Block of SOUTHPARK AV,-122.394251231901,37.781198014159
319904,2010-12-15 08:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,RICHMOND,NONE,100 Block of 12TH AV,-122.47111586370701,37.7854348824258
365130,2010-04-19 04:50:00,RUNAWAY,RUNAWAY,Monday,PARK,NONE,1200 Block of PAGE ST,-122.44139370111401,37.771727314177106
647262,2006-03-09 09:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,INGLESIDE,NONE,0 Block of LAIDLEY ST,-122.43164540421002,37.7409970550724
516623,2008-02-04 16:14:00,ASSAULT,CHILD ABUSE (PHYSICAL),Monday,INGLESIDE,COMPLAINANT REFUSES TO PROSECUTE,200 Block of ANDOVER ST,-122.416394633801,37.7397324014632
450650,2009-01-08 01:20:00,NON-CRIMINAL,FOUND PROPERTY,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
484648,2008-07-13 14:52:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Sunday,TENDERLOIN,"ARREST, BOOKED",0 Block of TURK ST,-122.409853729941,37.7833862379382
586908,2007-01-23 12:10:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Tuesday,TENDERLOIN,NONE,200 Block of TURK ST,-122.413259498719,37.7829514828801
456797,2008-11-30 11:59:00,WARRANTS,WARRANT ARREST,Sunday,NORTHERN,"ARREST, BOOKED",0 Block of RICHARDSON AV,-122.44551182895201,37.7991106732401
67799,2014-06-24 15:00:00,ASSAULT,BATTERY,Tuesday,TARAVAL,JUVENILE CITED,1800 Block of VICENTE ST,-122.48560378101001,37.7388214326705
264146,2011-10-18 17:20:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Tuesday,TARAVAL,"ARREST, BOOKED",2300 Block of 33RD AV,-122.490824919062,37.743302733585
330345,2010-10-19 20:15:00,OTHER OFFENSES,PAROLE VIOLATION,Tuesday,TENDERLOIN,"ARREST, BOOKED",LEAVENWORTH ST / TURK ST,-122.414056291891,37.7827931071006
218358,2012-06-14 19:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,MISSION,NONE,0 Block of CASELLI AV,-122.44017757092399,37.7596937913191
69075,2014-06-14 08:00:00,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Saturday,TARAVAL,NONE,1400 Block of 17TH AV,-122.47471929126199,37.7608459027286
658534,2006-01-11 03:02:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Wednesday,NORTHERN,"ARREST, BOOKED",VANNESS AV / GEARY ST,-122.421395819115,37.7856843389472
459185,2008-11-16 18:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,TARAVAL,NONE,300 Block of ARBALLO DR,-122.483066441234,37.7208318410205
116893,2013-10-18 10:00:00,ASSAULT,THREATS AGAINST LIFE,Friday,NORTHERN,NONE,2600 Block of GREEN ST,-122.442742901206,37.795158009666295
654520,2006-01-28 15:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,SOUTHERN,NONE,10TH ST / MISSION ST,-122.41591119886999,37.775272150137894
662594,2005-12-17 16:50:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,INGLESIDE,NONE,500 Block of BRUNSWICK ST,-122.444412824967,37.7101263900161
837500,2003-07-21 07:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,RICHMOND,NONE,1400 Block of BAKER ST,-122.443019399793,37.7843798927107
133334,2013-08-07 20:22:00,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Wednesday,BAYVIEW,"ARREST, BOOKED",SAN BRUNO AV / PAUL AV,-122.402109488937,37.7240376461441
358296,2010-05-21 12:45:00,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,SOUTHERN,"ARREST, CITED",800 Block of BRYANT ST,-122.40340479147899,37.775420706711
639879,2006-04-18 09:26:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Tuesday,TENDERLOIN,"ARREST, BOOKED",100 Block of HYDE ST,-122.415669661443,37.7821198488931
608061,2006-09-24 16:00:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,NORTHERN,NONE,1300 Block of BAY ST,-122.42924937620899,37.8036747018595
512521,2008-02-22 14:30:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Friday,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.411071423064,37.7817511307229
142142,2013-06-27 10:10:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,RICHMOND,"ARREST, CITED",GEARY BL / 26TH AV,-122.48580657741199,37.780035150424396
651485,2006-02-12 13:00:00,ASSAULT,THREATS AGAINST LIFE,Sunday,TENDERLOIN,"ARREST, BOOKED",200 Block of EDDY ST,-122.411800134753,37.784089036686794
427884,2009-05-01 22:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,VANNESS AV / FELL ST,-122.419507546169,37.7763700981455
37646,2014-11-12 11:54:00,NON-CRIMINAL,AIDED CASE,Wednesday,CENTRAL,NONE,0 Block of ALTA ST,-122.40401479699301,37.80162449813472
646898,2006-03-10 01:00:00,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Friday,MISSION,NONE,AMES ST / 22ND ST,-122.42375759419501,37.755135779158
6786,2015-04-13 00:01:00,NON-CRIMINAL,CASE CLOSURE,Monday,NORTHERN,UNFOUNDED,2400 Block of STEINER ST,-122.43604829886101,37.7918399128217
322286,2010-12-01 08:30:00,LARCENY/THEFT,GRAND THEFT PURSESNATCH,Wednesday,MISSION,NONE,2500 Block of MISSION ST,-122.41875384815201,37.756225011974394
636829,2006-05-02 22:45:00,OTHER OFFENSES,INTERFERRING WITH A POLICE OFFICER,Tuesday,CENTRAL,NONE,300 Block of SACRAMENTO ST,-122.399581796572,37.7942621172345
1083,2015-05-11 03:42:00,VANDALISM,"MALICIOUS MISCHIEF, ADULT SUSPECT",Monday,TARAVAL,NONE,1300 Block of IRVING ST,-122.472243335378,37.76383136085
818237,2003-10-17 13:30:00,STOLEN PROPERTY,RECEIVING STOLEN PROPERTY,Friday,BAYVIEW,NONE,400 Block of MANSELL ST,-122.406079770608,37.72041061847521
22499,2015-01-24 01:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,FOLSOM ST / HAWTHORNE ST,-122.397816589532,37.784668065393795
433134,2009-04-04 17:00:00,OTHER OFFENSES,CONSPIRACY,Saturday,TENDERLOIN,"ARREST, BOOKED",500 Block of JONES ST,-122.412999075009,37.786277459166
247197,2012-01-13 23:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,RICHMOND,NONE,2100 Block of BALBOA ST,-122.48178895526699,37.7763690162121
264501,2011-10-17 16:40:00,OTHER OFFENSES,RECKLESS DRIVING,Monday,PARK,"ARREST, BOOKED",HAIGHT ST / CENTRAL AV,-122.44364992512399,37.7704257255243
714459,2005-03-27 17:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,INGLESIDE,NONE,100 Block of ROLPH ST,-122.439568893447,37.714800267503
641034,2006-04-08 00:40:00,ROBBERY,"ROBBERY, ARMED WITH A GUN",Saturday,MISSION,NONE,4300 Block of 24TH ST,-122.439005599854,37.7509384654961
102918,2013-12-28 16:18:00,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Saturday,INGLESIDE,NONE,0 Block of ATHENS ST,-122.424171330888,37.727218587162106
385908,2009-12-11 15:28:00,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Friday,TARAVAL,"ARREST, BOOKED",200 Block of WINSTON DR,-122.477976682169,37.7269346350353
792963,2004-02-21 22:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,MISSION,NONE,21ST ST / ALABAMA ST,-122.411425190113,37.7574845297589
467523,2008-10-14 00:51:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,SOUTHERN,"ARREST, BOOKED",JESSIE ST / 6TH ST,-122.40924767554701,37.7813987340892
782162,2004-04-15 10:00:00,FORGERY/COUNTERFEITING,"COUNTERFEITING, COINS OR NOTES",Thursday,RICHMOND,NOT PROSECUTED,3500 Block of SACRAMENTO ST,-122.451151543238,37.7877111506231
66477,2014-06-27 19:45:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Friday,MISSION,NONE,22ND ST / SAN BRUNO AV,-122.40473403832199,37.7569528258592
595590,2006-12-01 16:00:00,NON-CRIMINAL,LOST PROPERTY,Friday,RICHMOND,NONE,5500 Block of GEARY BL,-122.478861040049,37.7804830223849
518933,2008-01-22 00:01:00,DISORDERLY CONDUCT,DISTURBING THE PEACE,Tuesday,MISSION,"ARREST, CITED",1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
670743,2005-11-05 01:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,GOLDEN GATE AV / VANNESS AV,-122.42043951266899,37.78103084613029
175095,2013-01-21 12:00:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,MISSION,NONE,16TH ST / MISSION ST,-122.419671780296,37.7650501214668
589573,2007-01-09 11:00:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,SOUTHERN,NONE,0 Block of THE EMBARCADEROSOUTH ST,-122.38837987391899,37.783310406701496
117990,2013-10-15 19:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,CENTRAL,NONE,1000 Block of CHESTNUT ST,-122.420666812024,37.8028627711287
137906,2013-07-14 03:00:00,MISSING PERSON,MISSING ADULT,Sunday,CENTRAL,NONE,GEARY ST / HYDE ST,-122.416452065595,37.7863086885804
817340,2003-10-19 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,MISSION,NONE,21ST ST / MISSION ST,-122.418904204524,37.75703611323139
873772,2003-01-23 12:25:00,ASSAULT,BATTERY,Thursday,MISSION,"ARREST, CITED",500 Block of SOUTH VAN NESS AV,-122.417339031772,37.764366072282904
491364,2008-06-12 11:21:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,TENDERLOIN,"ARREST, BOOKED",JONES ST / ELLIS ST,-122.412784096502,37.78486569395261
679166,2005-09-25 08:32:00,DISORDERLY CONDUCT,DISTURBING THE PEACE,Sunday,BAYVIEW,NONE,300 Block of LATHROP AV,-122.399003932528,37.7105029427535
420481,2009-06-12 22:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,NORTHERN,NONE,1100 Block of GEARY BL,-122.422215377725,37.7855278107726
277422,2011-07-31 22:30:00,NON-CRIMINAL,LOST PROPERTY,Sunday,MISSION,NONE,CASTRO ST / MARKET ST,-122.435187699349,37.7626702770872
387821,2009-11-28 18:30:00,NON-CRIMINAL,"DEATH REPORT, NATURAL CAUSES",Saturday,TENDERLOIN,NONE,400 Block of ELLIS ST,-122.413631253258,37.7848053746211
323054,2010-11-29 08:06:00,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,MISSION,"ARREST, CITED",MISSION ST / 16TH ST,-122.419671780296,37.7650501214668
808655,2003-12-08 15:30:00,WARRANTS,WARRANT ARREST,Monday,MISSION,"ARREST, BOOKED",2100 Block of MISSION ST,-122.419385927086,37.7628330926795
347788,2010-07-16 21:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,SOUTHERN,NONE,TEHAMA ST / 1ST ST,-122.39548121702299,37.7880925564265
325952,2010-11-06 22:30:00,NON-CRIMINAL,"AIDED CASE, DOG BITE",Saturday,TENDERLOIN,"ARREST, CITED",200 Block of LEAVENWORTH ST,-122.41421780432199,37.7832593295025
333007,2010-10-05 21:00:00,MISSING PERSON,MISSING JUVENILE,Tuesday,TARAVAL,LOCATED,2300 Block of 31ST AV,-122.48868024082898,37.743397135359295
682592,2005-09-09 14:00:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,CENTRAL,PSYCHOPATHIC CASE,900 Block of PACIFIC AV,-122.411310333437,37.7962865476375
458062,2008-11-26 15:30:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,TARAVAL,NONE,2000 Block of 37TH AV,-122.495502769291,37.7487068486863
453737,2008-12-22 19:00:00,VEHICLE THEFT,STOLEN TRUCK,Monday,RICHMOND,NONE,100 Block of COOK ST,-122.45207189086901,37.7811512990789
604955,2006-10-16 16:50:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Monday,TENDERLOIN,"ARREST, BOOKED",300 Block of ELLIS ST,-122.411965795229,37.78491418595621
